,age,job,marital,education,balance,housing,loan,day,month,campaign
9661,36,blue-collar,married,primary,0,1,0,6,jun,4
42507,62,retired,married,tertiary,0,0,0,17,dec,2
7649,31,blue-collar,married,unknown,-13,1,0,30,may,4
21477,37,management,divorced,tertiary,481,1,0,19,aug,6
6817,31,blue-collar,divorced,primary,158,1,0,28,may,1
27638,50,blue-collar,married,primary,0,0,0,21,nov,2
41329,28,management,single,tertiary,4985,1,0,28,aug,2
5233,31,self-employed,single,tertiary,91,0,0,23,may,1
11918,29,admin.,single,secondary,-498,1,0,20,jun,14
15691,27,self-employed,single,tertiary,202,1,0,21,jul,1
5339,39,management,married,tertiary,12,1,0,23,may,1
17632,36,management,married,tertiary,4,0,1,29,jul,6
18909,37,housemaid,married,primary,2410,0,0,4,aug,1
5997,26,blue-collar,single,secondary,339,1,0,26,may,5
6561,28,technician,single,tertiary,4513,1,0,27,may,3
40789,71,management,married,tertiary,13297,0,0,11,aug,1
8973,48,admin.,married,secondary,395,0,0,5,jun,1
6907,29,management,married,tertiary,8089,1,0,28,may,2
8695,34,management,divorced,tertiary,224,0,0,3,jun,11
11304,60,management,married,secondary,358,0,0,18,jun,2
43019,41,management,married,tertiary,27696,0,0,12,feb,2
44716,65,retired,married,secondary,1220,0,0,7,sep,1
32586,36,technician,single,tertiary,670,1,0,17,apr,1
37581,32,management,single,tertiary,469,1,0,14,may,1
26532,52,unemployed,married,secondary,105,0,0,20,nov,1
9415,48,technician,married,secondary,545,0,0,6,jun,1
4400,34,management,single,secondary,31,1,0,20,may,14
33408,51,blue-collar,married,primary,1016,1,0,20,apr,1
11242,47,blue-collar,single,unknown,2443,0,0,18,jun,1
22276,32,technician,single,tertiary,178,0,0,21,aug,3
28715,26,management,single,tertiary,157,1,0,30,jan,2
6718,29,services,married,secondary,308,1,0,28,may,1
8673,55,unknown,married,secondary,-208,1,0,3,jun,2
27789,46,technician,married,unknown,557,1,0,28,jan,1
26620,35,admin.,single,secondary,0,1,1,20,nov,3
8885,28,unemployed,married,secondary,655,1,0,4,jun,2
36072,43,management,divorced,tertiary,221,1,0,11,may,1
43015,29,technician,single,secondary,113,0,0,12,feb,2
12860,29,blue-collar,married,primary,707,0,0,7,jul,1
44497,53,unemployed,married,secondary,94,0,0,10,aug,1
43514,42,housemaid,divorced,primary,273,0,0,21,apr,1
42974,55,technician,divorced,secondary,3450,0,0,10,feb,1
16984,42,blue-collar,married,secondary,0,1,0,25,jul,2
15250,29,services,married,secondary,3220,0,0,17,jul,3
3744,40,services,married,secondary,181,1,0,16,may,1
832,37,blue-collar,married,secondary,16,1,0,7,may,1
44247,49,management,divorced,tertiary,300,0,0,21,jul,1
20554,38,technician,single,secondary,382,1,0,12,aug,2
10973,37,management,married,tertiary,1170,0,1,17,jun,3
32201,33,services,married,secondary,1397,1,0,16,apr,1
23632,34,technician,single,secondary,0,0,0,28,aug,6
9126,39,blue-collar,married,secondary,3231,1,1,5,jun,2
12529,50,management,married,secondary,5,0,0,3,jul,1
26756,33,blue-collar,married,secondary,2994,1,0,20,nov,1
33966,25,management,single,tertiary,2305,0,0,30,apr,1
3614,41,technician,married,secondary,768,1,0,15,may,4
29895,32,admin.,single,secondary,678,1,0,4,feb,1
10124,45,management,married,tertiary,409,0,0,11,jun,1
14457,58,retired,married,primary,1987,0,0,14,jul,4
23881,56,services,married,unknown,628,0,0,29,aug,2
29778,41,blue-collar,married,primary,201,1,0,4,feb,1
8204,46,admin.,single,secondary,13,0,0,2,jun,4
17319,47,housemaid,married,primary,20,0,1,28,jul,5
17605,42,self-employed,married,secondary,2130,1,1,29,jul,2
4486,27,technician,single,tertiary,-291,1,0,20,may,2
16757,59,technician,divorced,tertiary,3331,1,0,24,jul,3
10562,54,blue-collar,married,primary,0,0,0,16,jun,6
2359,24,technician,single,secondary,-192,1,0,13,may,1
7300,53,blue-collar,married,unknown,1202,1,0,29,may,2
13185,51,retired,married,secondary,35,0,1,8,jul,4
8613,39,management,married,tertiary,661,1,0,3,jun,3
15368,43,management,married,tertiary,0,0,0,18,jul,1
21731,40,technician,married,tertiary,0,0,0,19,aug,1
5408,28,services,married,secondary,2114,0,1,23,may,1
20493,41,management,married,tertiary,2781,1,0,12,aug,2
21007,30,technician,single,secondary,2782,0,0,14,aug,2
38439,41,admin.,single,secondary,2002,1,0,15,may,2
44146,65,retired,divorced,secondary,828,0,0,13,jul,1
14363,44,blue-collar,married,primary,3113,0,0,14,jul,2
14952,32,technician,single,secondary,-138,0,0,16,jul,2
7807,31,blue-collar,single,secondary,-219,1,0,30,may,2
12660,31,technician,single,secondary,19,0,0,4,jul,2
28875,42,blue-collar,married,secondary,0,1,0,30,jan,2
29083,27,technician,married,tertiary,10451,1,0,2,feb,1
5432,30,technician,married,secondary,0,1,0,23,may,2
9679,39,admin.,divorced,secondary,2610,0,0,6,jun,5
2500,50,blue-collar,married,primary,5356,0,0,13,may,1
36599,37,blue-collar,married,primary,-106,1,1,12,may,1
26175,31,services,single,tertiary,461,0,0,20,nov,1
29413,36,services,single,secondary,528,0,0,3,feb,2
12038,51,retired,single,primary,604,0,0,20,jun,2
9596,36,management,married,tertiary,254,0,0,6,jun,3
37199,32,blue-collar,married,secondary,1779,1,0,13,may,1
24378,50,unemployed,single,secondary,2668,0,0,17,nov,1
17783,47,management,married,tertiary,2889,0,0,29,jul,12
4887,31,blue-collar,married,secondary,3176,1,0,21,may,1
11110,42,services,married,secondary,0,0,0,18,jun,6
13808,59,admin.,married,secondary,0,1,0,10,jul,1
4523,31,technician,single,secondary,1,1,0,20,may,3
15792,29,blue-collar,married,secondary,-49,1,1,21,jul,1
20548,57,blue-collar,married,secondary,6004,1,0,12,aug,6
18386,43,housemaid,single,primary,24,0,0,31,jul,2
43117,79,retired,divorced,primary,1910,0,0,24,feb,2
34004,32,technician,single,tertiary,696,0,1,30,apr,2
22553,34,management,married,secondary,42,0,0,22,aug,3
37693,39,management,single,tertiary,3202,1,0,14,may,8
4715,39,management,single,secondary,247,1,0,20,may,2
3788,33,blue-collar,single,secondary,272,1,0,16,may,3
41737,36,technician,married,tertiary,4596,1,0,8,oct,2
3510,30,management,single,tertiary,78,1,0,15,may,2
3863,44,blue-collar,divorced,unknown,532,0,0,16,may,2
5237,31,technician,single,tertiary,1710,1,0,23,may,1
40104,30,admin.,married,secondary,779,1,0,4,jun,2
26394,31,technician,married,secondary,450,0,1,20,nov,2
15060,46,management,divorced,tertiary,-154,0,0,17,jul,1
2808,42,management,married,tertiary,877,1,0,14,may,1
20922,30,management,single,tertiary,1637,1,0,13,aug,3
22189,32,management,single,tertiary,438,0,0,21,aug,5
14141,35,admin.,single,secondary,141,0,0,11,jul,2
31519,38,blue-collar,married,unknown,0,1,0,2,apr,2
25200,36,services,single,secondary,461,0,0,18,nov,2
715,41,admin.,divorced,secondary,322,1,0,6,may,4
27163,52,entrepreneur,married,primary,2594,1,0,21,nov,1
34652,39,admin.,divorced,secondary,676,1,0,5,may,2
14429,39,housemaid,married,primary,34,1,0,14,jul,3
23033,52,services,married,secondary,431,0,0,26,aug,17
16662,40,blue-collar,married,secondary,3131,1,0,24,jul,1
35148,29,services,divorced,secondary,92,1,0,7,may,1
12288,46,services,married,secondary,25,0,1,25,jun,2
35434,36,admin.,single,secondary,9,1,0,7,may,2
10462,56,technician,married,secondary,654,1,1,16,jun,2
37252,38,blue-collar,single,secondary,1137,0,0,13,may,1
7198,44,blue-collar,married,unknown,15578,1,0,29,may,1
42069,56,retired,married,primary,1947,0,0,30,oct,2
10727,39,management,married,tertiary,-1212,1,0,16,jun,18
2922,41,blue-collar,married,primary,2097,1,0,14,may,1
18505,28,management,married,tertiary,22,1,0,31,jul,3
14605,53,blue-collar,married,primary,38,0,1,15,jul,5
20692,34,management,single,tertiary,966,1,0,12,aug,3
25575,49,technician,divorced,secondary,342,0,1,19,nov,3
22626,44,housemaid,married,primary,41,0,0,22,aug,1
34605,37,admin.,single,secondary,686,1,0,5,may,3
5243,43,technician,single,tertiary,4243,1,0,23,may,10
22076,54,management,divorced,tertiary,205,0,0,21,aug,6
18864,31,technician,single,tertiary,387,0,0,4,aug,1
11436,42,admin.,single,secondary,283,1,0,19,jun,1
23428,39,management,married,secondary,0,1,0,27,aug,3
13368,38,self-employed,married,primary,618,0,0,9,jul,1
1545,52,blue-collar,married,secondary,557,0,0,8,may,3
1699,25,services,married,secondary,55,1,1,9,may,1
2921,40,technician,married,secondary,782,1,0,14,may,2
41159,43,admin.,married,secondary,132,0,0,19,aug,1
40796,24,self-employed,single,tertiary,2376,0,0,11,aug,1
19518,49,technician,married,secondary,597,1,1,7,aug,2
23306,45,technician,married,secondary,34,0,0,27,aug,7
32867,30,blue-collar,married,secondary,658,1,0,17,apr,3
6464,36,services,single,secondary,-330,1,0,27,may,2
42034,57,housemaid,married,tertiary,2326,0,0,28,oct,1
2216,30,blue-collar,married,secondary,458,1,0,12,may,3
44922,54,blue-collar,single,secondary,1633,1,0,4,oct,1
19081,38,management,single,tertiary,1637,0,1,5,aug,1
24848,35,entrepreneur,married,secondary,0,1,0,18,nov,1
11308,58,management,married,tertiary,5680,0,0,18,jun,1
30946,40,entrepreneur,divorced,secondary,201,1,0,9,feb,2
24057,34,blue-collar,divorced,secondary,882,0,1,20,oct,1
37614,32,services,single,unknown,6145,1,0,14,may,1
31402,39,management,married,secondary,2981,0,0,26,mar,1
7275,37,blue-collar,married,secondary,-141,1,1,29,may,3
37655,43,blue-collar,divorced,secondary,688,1,0,14,may,3
43268,71,retired,married,primary,2171,0,0,10,mar,4
10054,38,admin.,single,secondary,4023,0,0,11,jun,2
26524,43,blue-collar,divorced,primary,3550,0,0,20,nov,1
4146,45,entrepreneur,married,tertiary,369,1,0,19,may,2
4115,57,management,married,primary,0,0,0,19,may,1
12702,41,housemaid,married,primary,1618,1,0,7,jul,2
39615,60,admin.,married,unknown,1088,1,0,26,may,1
21917,45,management,married,tertiary,0,0,0,20,aug,2
34852,34,technician,married,secondary,134,1,0,6,may,1
34084,25,student,single,secondary,2354,0,0,30,apr,1
11958,52,admin.,married,primary,64,0,0,20,jun,5
43434,36,management,single,tertiary,579,0,0,12,apr,1
21677,33,blue-collar,married,tertiary,1465,0,0,19,aug,4
25566,39,blue-collar,single,primary,6,1,0,19,nov,2
29121,34,blue-collar,married,primary,1873,1,0,2,feb,1
12783,35,management,single,tertiary,12,0,0,7,jul,1
8491,32,management,single,tertiary,974,1,0,3,jun,1
963,48,services,divorced,secondary,852,1,1,7,may,1
33114,41,blue-collar,married,secondary,563,1,0,20,apr,12
35229,39,blue-collar,married,secondary,-219,1,0,7,may,1
24354,42,self-employed,married,secondary,5564,0,0,17,nov,2
13988,46,blue-collar,married,primary,1,1,1,10,jul,7
43581,59,management,married,tertiary,1,1,0,29,apr,1
6303,33,blue-collar,married,tertiary,22,1,0,27,may,1
36745,39,blue-collar,single,secondary,175,0,0,12,may,1
19607,45,blue-collar,married,secondary,9680,0,0,7,aug,4
32387,42,blue-collar,married,primary,560,1,1,16,apr,4
28802,30,management,single,tertiary,167,0,0,30,jan,2
13786,35,services,single,secondary,25,1,0,10,jul,1
9597,46,unknown,married,unknown,2367,0,0,6,jun,3
10122,37,services,divorced,secondary,532,1,0,11,jun,1
11371,57,unemployed,married,secondary,0,0,0,19,jun,1
9002,59,unknown,married,unknown,3940,0,0,5,jun,2
12218,56,unknown,married,unknown,778,0,0,20,jun,4
1231,27,admin.,single,secondary,181,1,0,8,may,2
44990,31,management,married,tertiary,4328,0,0,12,oct,4
23049,33,technician,single,tertiary,3773,0,0,26,aug,4
32477,37,management,married,tertiary,1594,1,0,17,apr,1
27201,57,retired,divorced,tertiary,476,0,0,21,nov,1
38963,36,blue-collar,married,primary,123,1,0,18,may,1
30030,34,services,married,secondary,382,1,1,4,feb,2
7904,38,technician,single,secondary,-143,1,0,30,may,7
43012,66,retired,married,secondary,780,0,0,12,feb,4
43427,27,technician,single,tertiary,-67,1,0,6,apr,3
30706,34,housemaid,divorced,secondary,-28,1,0,6,feb,2
34665,31,technician,divorced,secondary,345,1,0,5,may,3
12772,44,services,married,secondary,182,1,1,7,jul,4
1996,43,blue-collar,single,primary,0,0,0,9,may,3
902,32,services,married,secondary,0,1,1,7,may,2
32454,43,blue-collar,married,unknown,245,1,0,16,apr,1
37242,34,admin.,married,tertiary,142,1,0,13,may,1
6881,45,blue-collar,married,secondary,156,1,1,28,may,1
504,41,blue-collar,married,secondary,946,1,0,6,may,1
4729,34,technician,married,tertiary,0,1,0,20,may,12
16806,27,technician,single,secondary,471,1,1,24,jul,2
29288,31,management,single,tertiary,3283,0,0,2,feb,1
28004,46,services,divorced,secondary,755,0,0,28,jan,1
8992,38,blue-collar,married,secondary,-3,0,1,5,jun,1
1277,52,technician,married,secondary,291,0,0,8,may,1
44200,60,services,single,secondary,739,0,0,15,jul,1
4829,33,blue-collar,single,secondary,17,1,0,21,may,1
25690,41,blue-collar,married,primary,1491,1,0,19,nov,2
9681,35,blue-collar,single,secondary,1017,0,0,6,jun,2
3942,41,technician,married,secondary,493,1,0,16,may,3
36159,43,services,single,secondary,518,1,0,11,may,1
8038,39,services,divorced,secondary,892,1,0,2,jun,1
27604,37,blue-collar,married,secondary,1407,1,0,21,nov,7
6884,38,self-employed,married,secondary,279,1,0,28,may,5
28016,30,services,single,secondary,117,0,0,28,jan,1
18452,41,blue-collar,married,primary,200,0,1,31,jul,2
25449,33,management,single,tertiary,48,1,0,19,nov,5
34453,36,blue-collar,married,secondary,80,1,1,5,may,1
34131,34,management,married,tertiary,-308,1,0,30,apr,2
39629,25,student,single,secondary,304,0,0,26,may,2
33259,48,services,married,secondary,440,1,0,20,apr,1
42201,48,unemployed,divorced,secondary,201,0,0,10,nov,1
40199,46,technician,married,secondary,3434,0,1,8,jun,2
33838,35,technician,married,tertiary,629,1,1,27,apr,1
3013,48,technician,married,secondary,638,1,0,14,may,1
45183,70,retired,married,primary,324,0,0,15,nov,1
40101,27,student,single,secondary,538,0,0,4,jun,2
17583,50,management,married,tertiary,596,0,0,29,jul,2
11114,39,admin.,married,secondary,224,0,0,18,jun,2
35705,57,technician,married,secondary,28,1,0,8,may,1
41588,40,technician,married,tertiary,1293,0,0,16,sep,3
40011,30,admin.,married,tertiary,4168,0,0,3,jun,1
32568,43,services,married,primary,-88,1,1,17,apr,1
11098,37,blue-collar,married,secondary,1736,0,1,18,jun,1
31096,32,management,single,tertiary,312,0,0,17,feb,2
42499,29,management,single,tertiary,572,0,0,16,dec,1
20115,47,management,married,tertiary,838,0,0,11,aug,3
4980,29,blue-collar,single,secondary,0,0,0,21,may,1
21430,35,technician,married,secondary,548,0,0,18,aug,11
6006,24,blue-collar,married,secondary,685,1,0,26,may,3
10521,46,technician,divorced,secondary,454,0,0,16,jun,2
40214,31,services,single,secondary,365,0,0,9,jun,3
21462,35,technician,married,secondary,150,0,0,18,aug,5
36124,36,services,married,secondary,1253,1,0,11,may,2
45037,45,management,single,tertiary,2048,1,0,18,oct,1
9795,58,retired,married,secondary,630,0,0,9,jun,2
22078,34,housemaid,married,secondary,0,0,0,21,aug,2
44605,23,management,single,tertiary,377,0,0,28,aug,1
33070,26,technician,single,secondary,181,0,0,20,apr,2
15311,30,management,single,tertiary,502,0,1,18,jul,1
33390,32,management,single,tertiary,914,1,0,20,apr,1
6068,34,blue-collar,married,secondary,247,1,1,26,may,5
30008,40,unemployed,divorced,secondary,4082,1,0,4,feb,1
39146,41,management,married,tertiary,1387,1,0,18,may,2
44313,55,technician,married,tertiary,1320,0,0,28,jul,1
8090,31,management,single,tertiary,1475,1,1,2,jun,1
14829,44,blue-collar,married,primary,1265,1,0,16,jul,1
24123,34,entrepreneur,married,tertiary,0,1,0,4,nov,1
39907,56,unemployed,married,secondary,1350,0,0,2,jun,1
35747,32,admin.,married,secondary,-4,0,0,8,may,5
193,42,admin.,married,secondary,445,1,0,5,may,1
31572,26,blue-collar,single,secondary,5005,0,1,3,apr,1
10418,37,services,married,secondary,1627,1,0,12,jun,2
10690,47,blue-collar,married,secondary,4840,0,0,16,jun,1
3994,51,technician,married,tertiary,0,1,0,16,may,19
27955,54,admin.,married,secondary,1279,1,1,28,jan,2
32564,29,blue-collar,single,secondary,770,1,0,17,apr,1
22240,33,management,married,tertiary,137,1,1,21,aug,2
15895,50,blue-collar,married,primary,421,1,0,21,jul,4
28009,41,admin.,single,secondary,219,1,0,28,jan,1
28514,42,unemployed,single,primary,5717,0,0,29,jan,2
15137,29,blue-collar,single,secondary,-61,0,0,17,jul,1
9731,43,services,married,secondary,861,1,0,9,jun,1
42587,46,management,divorced,tertiary,461,0,0,30,dec,2
37810,24,blue-collar,married,primary,456,0,0,14,may,2
824,34,services,married,secondary,302,1,0,7,may,1
25068,34,management,divorced,tertiary,5754,1,0,18,nov,1
2777,56,self-employed,married,tertiary,871,1,0,14,may,1
21913,44,management,married,tertiary,0,0,0,20,aug,2
22730,59,technician,married,secondary,283,0,0,25,aug,4
34488,41,blue-collar,single,secondary,537,1,0,5,may,1
42030,64,retired,married,secondary,4787,0,0,28,oct,1
10193,36,services,married,secondary,2153,0,0,11,jun,2
19456,49,blue-collar,married,unknown,2635,0,0,7,aug,2
37354,32,blue-collar,single,primary,180,1,0,13,may,1
9074,59,blue-collar,married,primary,3587,0,1,5,jun,2
1011,34,technician,divorced,secondary,1107,1,1,7,may,1
16119,34,technician,single,tertiary,228,1,0,22,jul,4
20445,35,management,married,tertiary,1383,0,0,12,aug,2
30901,41,management,married,tertiary,371,0,0,9,feb,5
28269,42,technician,single,secondary,-1,0,0,29,jan,1
7778,42,admin.,divorced,secondary,435,1,0,30,may,1
9558,37,self-employed,single,tertiary,1549,0,0,6,jun,2
39171,23,student,single,secondary,234,1,0,18,may,5
39230,35,admin.,single,secondary,181,1,0,18,may,4
41045,43,unemployed,married,secondary,775,0,0,14,aug,1
41147,55,technician,married,secondary,1938,0,1,18,aug,1
4271,43,services,divorced,secondary,1040,1,0,19,may,3
8672,41,management,single,tertiary,256,1,0,3,jun,6
24435,42,technician,married,tertiary,14282,1,0,17,nov,1
27356,47,self-employed,married,secondary,318,0,0,21,nov,1
34271,25,student,single,secondary,41,1,0,4,may,2
14697,38,blue-collar,single,secondary,340,0,1,15,jul,5
22581,48,blue-collar,married,primary,2519,0,0,22,aug,5
36781,33,technician,married,secondary,177,1,1,12,may,8
14895,50,blue-collar,married,secondary,907,0,1,16,jul,1
1560,44,management,divorced,tertiary,3932,1,0,8,may,2
25486,31,management,single,tertiary,3625,1,0,19,nov,1
22684,33,technician,single,secondary,9,0,1,25,aug,8
27148,45,technician,divorced,secondary,1738,0,0,21,nov,1
13724,30,technician,single,secondary,10152,1,0,10,jul,1
5254,37,blue-collar,married,secondary,453,1,1,23,may,1
16353,37,technician,married,tertiary,0,1,1,23,jul,2
4743,58,entrepreneur,married,secondary,2429,0,1,20,may,7
36516,36,admin.,divorced,secondary,-811,1,0,12,may,2
23726,49,management,married,tertiary,223,0,0,28,aug,22
13753,60,blue-collar,married,secondary,721,0,0,10,jul,1
25047,44,technician,married,secondary,1901,0,0,18,nov,3
18116,55,management,married,tertiary,33,1,0,30,jul,3
13799,45,entrepreneur,married,unknown,3133,1,1,10,jul,1
14547,34,housemaid,married,secondary,390,1,0,15,jul,3
37851,35,management,single,tertiary,478,1,0,14,may,1
1948,44,management,married,tertiary,392,1,0,9,may,2
44283,38,unemployed,married,secondary,995,0,0,26,jul,1
6746,34,services,married,secondary,1182,1,0,28,may,1
11860,36,management,divorced,tertiary,0,0,0,20,jun,2
